YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Category,Question,Response,Age,Gender,RaceEthnicity,Data_Value_Unit,Data_Value,Sample_Size
2016,2017,NC,North Carolina,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"Black, non-Hispanic",%,0.0,63.0
2016,2017,NJ,New Jersey,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Male,"Hispanic, any race",%,0.0,92.0
2016,2017,NY,New York,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,"White, non-Hispanic",%,45.12,338.0
2016,2017,MN,Minnesota,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,"White, non-Hispanic",%,1.12,709.0
2016,2017,AL,Alabama,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Female,"White, non-Hispanic",%,29.37,332.0
2016,2017,WA,Washington,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"White, non-Hispanic",%,25.1,717.0
2016,2017,NY,New York,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Female,"Black, non-Hispanic",%,0.0,37.0
2016,2017,WV,West Virginia,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Male,All races,%,1.5,419.0
2016,2017,NV,Nevada,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,All genders,"Hispanic, any race",%,2.65,231.0
2016,2017,IA,Iowa,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,All races,%,1.36,762.0
2016,2017,DC,District Of Columbia,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,"Hispanic, any race",%,74.48,74.0
2016,2017,NE,Nebraska,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,"Hispanic, any race",%,0.0,40.0
2016,2017,GA,Georgia,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,"Black, non-Hispanic",%,48.8,104.0
2016,2017,PA,Pennsylvania,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Male,"White, non-Hispanic",%,1.42,464.0
2016,2017,DE,Delaware,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,All races,%,74.09,1330.0
2016,2017,OR,Oregon,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Male,"White, non-Hispanic",%,1.34,331.0
2016,2017,NY,New York,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,All genders,"Black, non-Hispanic",%,0.0,75.0
2016,2017,DE,Delaware,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,Other,%,0.0,90.0
2016,2017,MA,Massachusetts,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,Other,%,49.41,168.0
2016,2017,RI,Rhode Island,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,All races,%,2.51,601.0
2016,2017,CO,Colorado,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,Other,%,0.0,62.0
2016,2017,TX,Texas,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Male,"White, non-Hispanic",%,0.0,189.0
2016,2017,IA,Iowa,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Male,"Hispanic, any race",%,0.0,40.0
2016,2017,NE,Nebraska,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,"White, non-Hispanic",%,2.3,419.0
2016,2017,TN,Tennessee,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,All races,%,1.65,1280.0
2016,2017,WI,Wisconsin,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,Other,%,0.0,62.0
2016,2017,IA,Iowa,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,All races,%,73.14,765.0
2016,2017,OK,Oklahoma,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,"Black, non-Hispanic",%,0.0,30.0
2016,2017,PA,Pennsylvania,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,Other,%,0.0,47.0
2016,2017,MD,Maryland,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Female,"Black, non-Hispanic",%,48.8,109.0
2016,2017,NH,New Hampshire,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,All races,%,53.66,1069.0
2016,2017,OH,Ohio,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,Other,%,0.0,123.0
2016,2017,MN,Minnesota,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,"White, non-Hispanic",%,42.91,1061.0
2016,2017,IA,Iowa,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,Other,%,0.0,40.0
2016,2017,ME,Maine,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,All races,%,48.53,514.0
2016,2017,WA,Washington,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,"White, non-Hispanic",%,1.31,510.0
2016,2017,AR,Arkansas,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,"Hispanic, any race",%,0.0,99.0
